LINK-DIR,DATE-TIME,EPOCH-5MIN,LENGTH,FREEFLOW,MEAN,STDDEV,MIN,MAX,CONFIDENCE
111990715T,2013-10-14 10:40,128,536,47.4,38.2,29.2,1,67,20
111990715T,2013-10-21 08:15,99,536,47.4,58,12.7,49,67,20
111990715T,2013-10-21 08:20,100,536,47.4,56,0,56,56,10
111990715T,2013-10-21 08:30,102,536,47.4,45,28.3,25,65,20
111990715T,2013-10-21 08:35,103,536,47.4,46,21.2,22,62,20
111990715T,2013-10-21 08:40,104,536,47.4,76,0,76,76,10
111990715T,2013-10-21 08:45,105,536,47.4,41,0,41,41,10
111990715T,2013-10-21 08:55,107,536,47.4,17,0,17,17,10
111990715T,2013-10-21 10:15,123,536,47.4,49.5,17.7,37,62,20
111990715T,2013-10-21 10:20,124,536,47.4,37,2.8,35,39,30
111990715T,2013-10-21 10:35,127,536,47.4,43,7.1,38,48,30
111990715T,2013-10-21 10:50,130,536,47.4,32,0,32,32,10
111990715T,2013-10-28 08:10,98,536,47.4,38,0,38,38,10
111990715T,2013-10-28 08:15,99,536,47.4,46.7,10,37,57,30
111990715T,2013-10-28 08:50,106,536,47.4,64,0,64,64,10
111990715T,2013-10-28 09:00,108,536,47.4,48,0,48,48,10
111990715T,2013-10-28 09:35,115,536,47.4,60.4,13.3,33,72,30
111990715T,2013-10-28 09:45,117,536,47.4,19,0,19,19,10
111990715T,2013-10-28 10:00,120,536,47.4,39,0,39,39,10
111990715T,2013-10-28 10:05,121,536,47.4,57.5,20.5,43,72,20
111990715T,2013-10-28 10:15,123,536,47.4,53,22.6,37,69,20
111990715T,2013-10-28 10:30,126,536,47.4,37,41.9,1,83,20
111990715T,2013-10-28 10:50,130,536,47.4,62,0,62,62,10
111990715T,2013-10-28 10:55,131,536,47.4,41,0,41,41,10
111990715T,2013-10-28 11:00,132,536,47.4,48.5,13.8,36,68,30
111990715T,2013-11-04 08:25,101,536,47.4,48.8,23.6,22,77,20
111990715T,2013-11-04 08:30,102,536,47.4,49,0,49,49,10
111990715T,2013-11-04 09:05,109,536,47.4,30,0,30,30,10
111990715T,2013-11-04 09:20,112,536,47.4,69,0,69,69,10
111990715T,2013-11-04 09:30,114,536,47.4,38,0,38,38,10
111990715T,2013-11-04 10:15,123,536,47.4,67,13.3,37,77,30
111990715T,2013-11-04 10:20,124,536,47.4,53.5,10.6,46,61,20
111990715T,2013-11-04 10:25,125,536,47.4,27,2.8,25,29,30
111990715T,2013-11-04 10:30,126,536,47.4,24.5,21.9,9,40,20
111990715T,2013-11-04 10:40,128,536,47.4,58,19.8,44,72,20
111990715T,2013-11-04 11:00,132,536,47.4,45,0,45,45,10
111990715T,2013-11-11 08:20,100,536,47.4,43,0,43,43,10
111990715T,2013-11-11 08:25,101,536,47.4,56,0,56,56,10
111990715T,2013-11-11 08:30,102,536,47.4,45,10.3,27,53,30
111990715T,2013-11-11 08:45,105,536,47.4,72,0,72,72,10
111990715T,2013-11-11 08:50,106,536,47.4,41,0,41,41,10
111990715T,2013-11-11 08:55,107,536,47.4,54.3,16.2,44,73,20
111990715T,2013-11-11 09:00,108,536,47.4,48,0,48,48,10
111990715T,2013-11-11 09:40,116,536,47.4,46.8,28.5,5,90,20
111990715T,2013-11-11 09:45,117,536,47.4,51,0,51,51,10
111990715T,2013-11-11 09:50,118,536,47.4,46.5,0.7,46,47,30
111990715T,2013-11-11 09:55,119,536,47.4,41,0,41,41,10
111990715T,2013-11-11 10:40,128,536,47.4,25,0,25,25,10
111990715T,2013-11-11 11:00,132,536,47.4,54.5,10.6,47,62,20
111990715T,2013-11-18 08:05,97,536,47.4,53,0,53,53,10
111990715T,2013-11-18 08:20,100,536,47.4,66.5,8.5,60,78,30
111990715T,2013-11-18 08:25,101,536,47.4,65.5,16.3,54,77,20
111990715T,2013-11-18 08:35,103,536,47.4,42.5,27.6,23,62,20
111990715T,2013-11-18 09:15,111,536,47.4,38,0,38,38,10
111990715T,2013-11-18 09:30,114,536,47.4,34,0,34,34,10
111990715T,2013-11-18 09:35,115,536,47.4,51.3,22.5,35,77,20
111990715T,2013-11-18 10:00,120,536,47.4,32,0,32,32,10
111990715T,2013-11-18 10:10,122,536,47.4,65,0,65,65,10
111990715T,2013-11-18 10:25,125,536,47.4,41,0,41,41,10
111990715T,2013-11-18 10:50,130,536,47.4,56,10.1,41,63,30
111990715T,2013-11-25 08:35,103,536,47.4,56.2,24.9,21,78,20
111990715T,2013-11-25 08:40,104,536,47.4,75,0,75,75,10
111990715T,2013-11-25 09:05,109,536,47.4,33.3,20.6,19,57,20
111990715T,2013-11-25 09:10,110,536,47.4,65,7.1,60,70,30
111990715T,2013-11-25 09:40,116,536,47.4,51.3,21.4,27,67,20
111990715T,2013-11-25 09:50,118,536,47.4,34,2.8,32,36,30
111990715T,2013-11-25 09:55,119,536,47.4,60,0,60,60,10
111990715T,2013-11-25 10:05,121,536,47.4,43,18.4,30,56,20
111990715T,2013-11-25 10:15,123,536,47.4,43,0,43,43,10
111990715T,2013-11-25 10:20,124,536,47.4,37,0,37,37,10
111990715T,2013-11-25 10:25,125,536,47.4,30.7,21.7,11,54,20
111990715T,2013-11-25 10:30,126,536,47.4,45.5,17.9,27,69,20
111990715T,2013-11-25 10:50,130,536,47.4,38.5,18.3,14,58,30
111990715T,2013-12-02 08:20,100,536,47.4,23.5,17.7,11,36,20
111990715T,2013-12-02 08:35,103,536,47.4,57,0,57,57,10
111990715T,2013-12-02 08:40,104,536,47.4,51,0,51,51,10
111990715T,2013-12-02 09:45,117,536,47.4,61,0,61,61,10
111990715T,2013-12-02 09:50,118,536,47.4,47.5,0.7,47,48,30
111990715T,2013-12-02 09:55,119,536,47.4,31.3,15,14,41,20
111990715T,2013-12-02 10:00,120,536,47.4,36,0,36,36,10
111990715T,2013-12-02 10:10,122,536,47.4,33.5,14.8,23,44,20
111990715T,2013-12-02 10:25,125,536,47.4,52,15.6,41,63,20
111990715T,2013-12-02 10:55,131,536,47.4,59.5,30.4,38,81,20
111990715T,2013-12-02 11:00,132,536,47.4,39,0,39,39,10
111986961F,2013-01-07 09:00,108,8,47.4,55,0,55,55,10
111986961F,2013-01-07 09:35,115,8,47.4,51,0,51,51,10
111986961F,2013-01-07 09:55,119,8,47.4,55,0,55,55,10
111986961F,2013-01-07 10:15,123,8,47.4,53.5,6.4,49,58,30
111986961F,2013-01-07 10:35,127,8,47.4,60,0,60,60,10
111986961F,2013-01-07 10:40,128,8,47.4,46,0,46,46,10
111986961F,2013-01-14 08:25,101,8,47.4,61,0,61,61,10
111986961F,2013-01-14 08:30,102,8,47.4,37,0,37,37,10
111986961F,2013-01-14 08:55,107,8,47.4,59,0,59,59,10
111986961F,2013-01-14 09:00,108,8,47.4,63,0,63,63,10
111986961F,2013-01-14 09:05,109,8,47.4,65,0,65,65,10
111986961F,2013-01-14 09:10,110,8,47.4,58,0,58,58,10
111986961F,2013-01-14 09:25,113,8,47.4,68,0,68,68,10
111986961F,2013-01-14 09:35,115,8,47.4,40,0,40,40,10
111986961F,2013-01-14 09:55,119,8,47.4,59,0,59,59,10
111986961F,2013-01-14 10:05,121,8,47.4,67,0,67,67,10
111986961F,2013-01-14 10:10,122,8,47.4,45,0,45,45,10
111986961F,2013-01-14 10:15,123,8,47.4,42,0,42,42,10
111986961F,2013-01-14 10:25,125,8,47.4,68,0,68,68,10
111986961F,2013-01-14 10:40,128,8,47.4,65,0,65,65,10
111986961F,2013-01-14 10:45,129,8,47.4,39,0,39,39,10
111986961F,2013-01-21 08:10,98,8,47.4,70,0,70,70,10
111986961F,2013-01-21 09:15,111,8,47.4,30,0,30,30,10
111986961F,2013-01-21 10:05,121,8,47.4,60.5,7.8,55,66,30
111986961F,2013-01-21 10:15,123,8,47.4,57,0,57,57,10
111986961F,2013-01-21 10:20,124,8,47.4,42,0,42,42,10
111986961F,2013-01-21 11:00,132,8,47.4,50,0,50,50,10
111986961F,2013-01-28 08:05,97,8,47.4,75,0,75,75,10
111986961F,2013-01-28 08:20,100,8,47.4,75,0,75,75,10
111986961F,2013-01-28 08:45,105,8,47.4,51,4.2,48,54,30
111986961F,2013-01-28 09:15,111,8,47.4,50,0,50,50,10
111986961F,2013-01-28 09:55,119,8,47.4,49,0,49,49,10
111986961F,2013-01-28 10:10,122,8,47.4,64.5,10.6,57,72,20
111986961F,2013-02-04 08:50,106,8,47.4,38,0,38,38,10
111986961F,2013-02-04 10:40,128,8,47.4,57,0,57,57,10
111986961F,2013-02-04 10:50,130,8,47.4,40.5,13.4,31,50,20
111986961F,2013-02-11 08:10,98,8,47.4,66,0,66,66,10
111986961F,2013-02-11 08:20,100,8,47.4,36,0,36,36,10
111986961F,2013-02-11 08:40,104,8,47.4,40,0,40,40,10
111986961F,2013-02-11 09:10,110,8,47.4,43,2.8,41,45,30
111986961F,2013-02-11 09:20,112,8,47.4,37,0,37,37,10
111986961F,2013-02-11 09:30,114,8,47.4,55,0,55,55,10
111986961F,2013-02-11 09:55,119,8,47.4,51,0,51,51,10
111986961F,2013-02-11 10:30,126,8,47.4,65,0,65,65,10
111986961F,2013-02-18 10:10,122,8,47.4,54,0,54,54,10
111986961F,2013-02-18 10:15,123,8,47.4,68,0,68,68,10
111986961F,2013-02-18 10:25,125,8,47.4,65,0,65,65,10
111986961F,2013-02-18 10:55,131,8,47.4,79,0,79,79,10
111986961F,2013-02-25 08:30,102,8,47.4,51,0,51,51,10
111986961F,2013-02-25 08:45,105,8,47.4,34,0,34,34,10
111986961F,2013-02-25 09:05,109,8,47.4,47,0,47,47,10
111986961F,2013-02-25 09:10,110,8,47.4,29,0,29,29,10
111986961F,2013-02-25 09:25,113,8,47.4,50,0,50,50,10
111986961F,2013-02-25 09:30,114,8,47.4,68,0,68,68,10
111986961F,2013-02-25 09:35,115,8,47.4,60,1.4,59,61,30
111986961F,2013-02-25 09:50,118,8,47.4,77,0,77,77,10
111986961F,2013-02-25 10:15,123,8,47.4,60,8.5,52,69,30
111986961F,2013-02-25 10:20,124,8,47.4,60,0,60,60,10
111986961F,2013-02-25 10:40,128,8,47.4,69,0,69,69,10
111986961F,2013-02-25 10:50,130,8,47.4,53,0,53,53,10
111986961F,2013-02-25 11:00,132,8,47.4,72,0,72,72,10
111986961F,2013-03-11 08:30,102,8,47.4,48,0,48,48,10
111986961F,2013-03-11 08:35,103,8,47.4,52,0,52,52,10
111986961F,2013-03-11 08:50,106,8,47.4,51.5,2.1,50,53,30
111986961F,2013-03-11 09:55,119,8,47.4,50,0,50,50,10
111986961F,2013-03-11 10:50,130,8,47.4,21,0,21,21,10
111986961F,2013-03-11 11:00,132,8,47.4,39,0,39,39,10
111986961F,2013-03-18 08:05,97,8,47.4,51,0,51,51,10
111986961F,2013-03-18 08:10,98,8,47.4,52,0,52,52,10
111986961F,2013-03-18 08:20,100,8,47.4,56,0,56,56,10
111986961F,2013-03-18 08:45,105,8,47.4,43,0,43,43,10
111986961F,2013-03-18 09:15,111,8,47.4,32,0,32,32,10
111986961F,2013-03-18 09:25,113,8,47.4,64,0,64,64,10
111986961F,2013-03-18 10:05,121,8,47.4,61,0,61,61,10
111986961F,2013-03-25 08:00,96,8,47.4,40,0,40,40,10
111986961F,2013-03-25 08:10,98,8,47.4,45,18.4,32,58,20
111986961F,2013-03-25 08:15,99,8,47.4,39.7,7.6,33,48,30
111986961F,2013-03-25 08:45,105,8,47.4,57,0,57,57,10
111986961F,2013-03-25 08:50,106,8,47.4,66.5,3.5,64,69,30
111986961F,2013-03-25 08:55,107,8,47.4,34,0,34,34,10
111986961F,2013-03-25 09:05,109,8,47.4,67,0,67,67,10
111986961F,2013-03-25 09:20,112,8,47.4,43,0,43,43,10
111986961F,2013-03-25 10:15,123,8,47.4,50,0,50,50,10
111986961F,2013-03-25 10:45,129,8,47.4,36,0,36,36,10
111986961F,2013-04-01 08:15,99,8,47.4,68,0,68,68,10
111986961F,2013-04-01 08:45,105,8,47.4,65,0,65,65,10
111986961F,2013-04-01 08:50,106,8,47.4,79,0,79,79,10
111986961F,2013-04-01 08:55,107,8,47.4,59,0,59,59,10
111986961F,2013-04-01 09:00,108,8,47.4,40,0,40,40,10
111986961F,2013-04-01 09:05,109,8,47.4,45,7.1,40,50,30
111986961F,2013-04-01 09:20,112,8,47.4,34,0,34,34,10
111986961F,2013-04-01 10:05,121,8,47.4,73,0,73,73,10
111986961F,2013-04-01 10:15,123,8,47.4,51,0,51,51,10
111986961F,2013-04-01 10:30,126,8,47.4,66,0,66,66,10
111986961F,2013-04-08 08:10,98,8,47.4,45,8.5,39,51,30
111986961F,2013-04-08 08:40,104,8,47.4,53,0,53,53,10
111986961F,2013-04-08 08:50,106,8,47.4,58,0,58,58,10
111986961F,2013-04-08 09:00,108,8,47.4,54,0,54,54,10
111986961F,2013-04-08 09:20,112,8,47.4,54,0,54,54,10
111986961F,2013-04-08 09:30,114,8,47.4,38,0,38,38,10
111986961F,2013-04-08 09:40,116,8,47.4,45,0,45,45,10
111986961F,2013-04-08 10:10,122,8,47.4,53,0,53,53,10
111986961F,2013-04-08 10:15,123,8,47.4,68,15.8,54,95,30
111986961F,2013-04-08 11:00,132,8,47.4,43,0,43,43,10
111986961F,2013-04-15 08:00,96,8,47.4,60,0,60,60,10
111986961F,2013-04-15 08:25,101,8,47.4,37,0,37,37,10
111986961F,2013-04-15 08:40,104,8,47.4,59,0,59,59,10
111986961F,2013-04-15 08:50,106,8,47.4,43,0,43,43,10
111986961F,2013-04-15 09:10,110,8,47.4,51,0,51,51,10
111986961F,2013-04-15 09:20,112,8,47.4,51,11.3,43,59,20
111986961F,2013-04-15 09:40,116,8,47.4,46,0,46,46,10
111986961F,2013-04-15 10:00,120,8,47.4,17,0,17,17,10
111986961F,2013-04-15 10:05,121,8,47.4,53,0,53,53,10
111986961F,2013-04-15 10:25,125,8,47.4,35,0,35,35,10
111986961F,2013-04-22 08:10,98,8,47.4,66,0,66,66,10
111986961F,2013-04-22 09:05,109,8,47.4,56,18.4,43,69,20
111986961F,2013-04-22 09:10,110,8,47.4,72,0,72,72,10
111986961F,2013-04-22 09:15,111,8,47.4,43,0,43,43,10
111986961F,2013-04-22 09:30,114,8,47.4,53,0,53,53,10
111986961F,2013-04-22 09:45,117,8,47.4,47,0,47,47,10
111986961F,2013-04-22 09:50,118,8,47.4,61,0,61,61,10
111986961F,2013-04-22 09:55,119,8,47.4,49,0,49,49,10
111986961F,2013-04-22 10:35,127,8,47.4,40,0,40,40,10
111986961F,2013-04-22 10:40,128,8,47.4,64,0,64,64,10
111986961F,2013-04-29 08:15,99,8,47.4,52,0,52,52,10
111986961F,2013-04-29 09:10,110,8,47.4,46,0,46,46,10
111986961F,2013-04-29 09:50,118,8,47.4,57,0,57,57,10
111986961F,2013-04-29 10:10,122,8,47.4,58,0,58,58,10
111986961F,2013-04-29 10:20,124,8,47.4,60,0,60,60,10
111986961F,2013-04-29 10:40,128,8,47.4,32,0,32,32,10
111986961F,2013-04-29 10:45,129,8,47.4,46,0,46,46,10
111986961F,2013-05-06 08:30,102,8,47.4,56,0,56,56,10
111986961F,2013-05-06 08:40,104,8,47.4,64,0,64,64,10
111986961F,2013-05-06 09:00,108,8,47.4,29,0,29,29,10
111986961F,2013-05-06 09:05,109,8,47.4,48,11.3,40,56,20
111986961F,2013-05-06 09:10,110,8,47.4,52,0,52,52,10
111986961F,2013-05-06 09:40,116,8,47.4,50,0,50,50,10
111986961F,2013-05-06 09:50,118,8,47.4,48,0,48,48,10
111986961F,2013-05-06 10:05,121,8,47.4,60,0,60,60,10
111986961F,2013-05-06 10:15,123,8,47.4,59,0,59,59,10
111986961F,2013-05-06 10:55,131,8,47.4,66,0,66,66,10
111986961F,2013-05-06 11:00,132,8,47.4,74,0,74,74,10
111986961F,2013-05-13 09:00,108,8,47.4,47,0,47,47,10
111986961F,2013-05-13 09:35,115,8,47.4,56,0,56,56,10
111986961F,2013-05-13 09:40,116,8,47.4,44,0,44,44,10
111986961F,2013-05-13 09:50,118,8,47.4,54,0,54,54,10
111986961F,2013-05-13 10:00,120,8,47.4,58,0,58,58,10
111986961F,2013-05-13 10:20,124,8,47.4,45,0,45,45,10
111986961F,2013-05-13 10:30,126,8,47.4,57,0,57,57,10
111986961F,2013-05-20 09:00,108,8,47.4,53,0,53,53,10
111986961F,2013-05-20 09:25,113,8,47.4,27,0,27,27,10
111986961F,2013-05-20 09:35,115,8,47.4,61,0,61,61,10
111986961F,2013-05-20 10:10,122,8,47.4,48,1.4,47,49,30
111986961F,2013-05-20 10:45,129,8,47.4,55,0,55,55,10
111986961F,2013-05-27 08:55,107,8,47.4,60,0,60,60,10
111986961F,2013-05-27 10:10,122,8,47.4,54,0,54,54,10
111986961F,2013-05-27 10:20,124,8,47.4,67,0,67,67,10
111986961F,2013-06-03 08:15,99,8,47.4,63,0,63,63,10
111986961F,2013-06-03 08:20,100,8,47.4,57,0,57,57,10
111986961F,2013-06-03 09:05,109,8,47.4,57.5,3.5,55,60,30
111986961F,2013-06-03 09:10,110,8,47.4,41,0,41,41,10
111986961F,2013-06-03 09:20,112,8,47.4,47,2.8,45,49,30
111986961F,2013-06-03 09:30,114,8,47.4,51,0,51,51,10
111986961F,2013-06-03 09:50,118,8,47.4,73,0,73,73,10
111986961F,2013-06-03 10:05,121,8,47.4,72,0,72,72,10
111986961F,2013-06-03 10:15,123,8,47.4,52,0,52,52,10
111986961F,2013-06-03 10:30,126,8,47.4,56,0,56,56,10
111986961F,2013-06-03 10:40,128,8,47.4,54.5,3.5,52,57,30
111986961F,2013-06-17 08:25,101,8,47.4,67,0,67,67,10
111986961F,2013-06-17 08:35,103,8,47.4,55,0,55,55,10
111986961F,2013-06-17 09:05,109,8,47.4,35,0,35,35,10
111986961F,2013-06-17 09:25,113,8,47.4,29,0,29,29,10
111986961F,2013-06-17 09:45,117,8,47.4,49,0,49,49,10
111986961F,2013-06-17 09:55,119,8,47.4,50,0,50,50,10
111986961F,2013-06-17 10:15,123,8,47.4,58,0,58,58,10
111986961F,2013-06-17 10:30,126,8,47.4,41,0,41,41,10
111986961F,2013-06-17 10:50,130,8,47.4,57,0,57,57,10
111986961F,2013-06-17 10:55,131,8,47.4,57,0,57,57,10
111986961F,2013-06-24 08:10,98,8,47.4,52,0,52,52,10
111986961F,2013-06-24 08:20,100,8,47.4,41,0,41,41,10
111986961F,2013-06-24 08:25,101,8,47.4,69,0,69,69,10
111986961F,2013-06-24 09:10,110,8,47.4,55,0,55,55,10
111986961F,2013-06-24 09:15,111,8,47.4,73,0,73,73,10
111986961F,2013-06-24 09:20,112,8,47.4,60,0,60,60,10
111986961F,2013-06-24 09:25,113,8,47.4,53,0,53,53,10
111986961F,2013-06-24 09:30,114,8,47.4,54,0,54,54,10
111986961F,2013-06-24 09:35,115,8,47.4,48,0,48,48,10
111986961F,2013-06-24 09:40,116,8,47.4,64,0,64,64,10
111986961F,2013-06-24 09:45,117,8,47.4,26,0,26,26,10
111986961F,2013-06-24 10:05,121,8,47.4,64,0,64,64,10
111986961F,2013-06-24 10:15,123,8,47.4,55,0,55,55,10
111986961F,2013-06-24 10:30,126,8,47.4,63,0,63,63,10
111986961F,2013-06-24 10:35,127,8,47.4,59,0,59,59,10
111986961F,2013-06-24 10:40,128,8,47.4,51,0,51,51,10
111986961F,2013-06-24 10:55,131,8,47.4,43,7.1,38,48,30
111986961F,2013-06-24 11:00,132,8,47.4,62.5,16.3,51,74,20
111986961F,2013-07-01 08:05,97,8,47.4,129,0,129,129,10
111986961F,2013-07-01 08:25,101,8,47.4,54,0,54,54,10
111986961F,2013-07-01 08:35,103,8,47.4,47,0,47,47,10
111986961F,2013-07-01 08:40,104,8,47.4,65,0,65,65,10
111986961F,2013-07-01 09:00,108,8,47.4,61,0,61,61,10
111986961F,2013-07-01 09:30,114,8,47.4,45,18.4,32,58,20
111986961F,2013-07-01 09:45,117,8,47.4,39,0,39,39,10
111986961F,2013-07-01 09:55,119,8,47.4,38,0,38,38,10
111986961F,2013-07-01 10:10,122,8,47.4,46,0,46,46,10
111986961F,2013-07-01 10:15,123,8,47.4,26,0,26,26,10
111986961F,2013-07-08 08:55,107,8,47.4,71,0,71,71,10
111986961F,2013-07-08 09:45,117,8,47.4,62,0,62,62,10
111986961F,2013-07-08 10:20,124,8,47.4,48,0,48,48,10
111986961F,2013-07-15 08:10,98,8,47.4,64,0,64,64,10
111986961F,2013-07-15 08:25,101,8,47.4,46,0,46,46,10
111986961F,2013-07-15 08:30,102,8,47.4,69,0,69,69,10
111986961F,2013-07-15 09:05,109,8,47.4,46,0,46,46,10
111986961F,2013-07-15 09:10,110,8,47.4,56,0,56,56,10
111986961F,2013-07-15 09:30,114,8,47.4,35,0,35,35,10
111986961F,2013-07-15 09:35,115,8,47.4,45,0,45,45,10
111986961F,2013-07-15 09:40,116,8,47.4,39,9.9,32,46,30
111986961F,2013-07-15 10:20,124,8,47.4,54,0,54,54,10
111986961F,2013-07-15 10:30,126,8,47.4,46,0,46,46,10
111986961F,2013-07-15 10:35,127,8,47.4,64,0,64,64,10
111986961F,2013-07-15 10:40,128,8,47.4,75,0,75,75,10
111986961F,2013-07-22 08:30,102,8,47.4,54,0,54,54,10
111986961F,2013-07-22 08:35,103,8,47.4,73,0,73,73,10
111986961F,2013-07-22 08:50,106,8,47.4,78,0,78,78,10
111986961F,2013-07-22 08:55,107,8,47.4,33,0,33,33,10
111986961F,2013-07-22 09:10,110,8,47.4,72,0,72,72,10
111986961F,2013-07-22 09:15,111,8,47.4,52,0,52,52,10
111986961F,2013-07-22 09:45,117,8,47.4,49,0,49,49,10
111986961F,2013-07-22 10:15,123,8,47.4,110,0,110,110,10
111986961F,2013-07-22 10:40,128,8,47.4,58,0,58,58,10
111986961F,2013-07-29 08:00,96,8,47.4,52,0,52,52,10
111986961F,2013-07-29 08:20,100,8,47.4,65,0,65,65,10
111986961F,2013-07-29 08:30,102,8,47.4,46,0,46,46,10
111986961F,2013-07-29 08:40,104,8,47.4,52,0,52,52,10
111986961F,2013-07-29 09:00,108,8,47.4,53,0,53,53,10
111986961F,2013-07-29 09:25,113,8,47.4,56,0,56,56,10
111986961F,2013-07-29 10:05,121,8,47.4,53,0,53,53,10
111986961F,2013-07-29 10:25,125,8,47.4,65,0,65,65,10
111986961F,2013-08-05 08:20,100,8,47.4,59,0,59,59,10
111986961F,2013-08-05 08:25,101,8,47.4,67,0,67,67,10
111986961F,2013-08-05 08:35,103,8,47.4,57,0,57,57,10
111986961F,2013-08-05 08:40,104,8,47.4,51,19.8,37,65,20
111986961F,2013-08-05 08:45,105,8,47.4,58,0,58,58,10
111986961F,2013-08-05 09:20,112,8,47.4,55.5,7.8,50,61,30
111986961F,2013-08-05 09:25,113,8,47.4,65,0,65,65,10
111986961F,2013-08-05 09:35,115,8,47.4,67,0,67,67,10
111986961F,2013-08-05 09:45,117,8,47.4,29,0,29,29,10
111986961F,2013-08-05 10:25,125,8,47.4,41,0,41,41,10
111986961F,2013-08-05 10:30,126,8,47.4,49,0,49,49,10
111986961F,2013-08-12 08:45,105,8,47.4,24,0,24,24,10
111986961F,2013-08-12 08:50,106,8,47.4,67,0,67,67,10
111986961F,2013-08-12 09:05,109,8,47.4,52,0,52,52,10
111986961F,2013-08-12 09:25,113,8,47.4,58.5,7.8,53,64,30
111986961F,2013-08-12 09:30,114,8,47.4,45,0,45,45,10
111986961F,2013-08-12 09:50,118,8,47.4,56,0,56,56,10
111986961F,2013-08-12 10:15,123,8,47.4,118,0,118,118,10
111986961F,2013-08-12 10:20,124,8,47.4,62,0,62,62,10
111986961F,2013-08-19 08:25,101,8,47.4,63.5,9.2,57,70,30
111986961F,2013-08-19 09:05,109,8,47.4,41,11.3,33,49,20
111986961F,2013-08-19 09:45,117,8,47.4,45,0,45,45,10
111986961F,2013-08-19 09:50,118,8,47.4,14,0,14,14,10
111986961F,2013-08-19 10:35,127,8,47.4,24,0,24,24,10
111986961F,2013-08-19 10:40,128,8,47.4,42,0,42,42,10
111986961F,2013-08-19 10:45,129,8,47.4,57,0,57,57,10
111986961F,2013-08-26 08:00,96,8,47.4,44,0,44,44,10
111986961F,2013-08-26 08:25,101,8,47.4,51,0,51,51,10
111986961F,2013-08-26 09:40,116,8,47.4,51,0,51,51,10
111986961F,2013-08-26 09:55,119,8,47.4,69,0,69,69,10
111986961F,2013-08-26 10:05,121,8,47.4,43,0,43,43,10
111986961F,2013-08-26 10:10,122,8,47.4,49,0,49,49,10
111986961F,2013-08-26 10:35,127,8,47.4,56,0,56,56,10
111986961F,2013-09-02 10:00,120,8,47.4,63,0,63,63,10
111986961F,2013-09-09 08:40,104,8,47.4,72,0,72,72,10
111986961F,2013-09-09 08:50,106,8,47.4,57,0,57,57,10
111986961F,2013-09-09 09:20,112,8,47.4,38,0,38,38,10
111986961F,2013-09-09 09:25,113,8,47.4,66,0,66,66,10
111986961F,2013-09-09 10:20,124,8,47.4,65,0,65,65,10
111986961F,2013-09-09 10:35,127,8,47.4,53,0,53,53,10
111986961F,2013-09-09 10:55,131,8,47.4,52,0,52,52,10
111986961F,2013-09-16 08:15,99,8,47.4,45,0,45,45,10
111986961F,2013-09-16 08:25,101,8,47.4,59,0,59,59,10
111986961F,2013-09-16 08:30,102,8,47.4,43,0,43,43,10
111986961F,2013-09-16 08:35,103,8,47.4,54,0,54,54,10
111986961F,2013-09-16 08:40,104,8,47.4,64,0,64,64,10
111986961F,2013-09-16 08:55,107,8,47.4,65,0,65,65,10
111986961F,2013-09-16 09:05,109,8,47.4,33,0,33,33,10
111986961F,2013-09-16 09:40,116,8,47.4,53,0,53,53,10
111986961F,2013-09-16 09:50,118,8,47.4,45,0,45,45,10
111986961F,2013-09-16 10:10,122,8,47.4,48,0,48,48,10
111986961F,2013-09-23 08:05,97,8,47.4,51,2.8,49,53,30
111986961F,2013-09-23 08:10,98,8,47.4,41.5,6.4,37,46,30
111986961F,2013-09-23 08:20,100,8,47.4,46,0,46,46,10
111986961F,2013-09-23 08:50,106,8,47.4,67,0,67,67,10
111986961F,2013-09-23 08:55,107,8,47.4,37,0,37,37,10
111986961F,2013-09-23 09:00,108,8,47.4,47,0,47,47,10
111986961F,2013-09-23 09:35,115,8,47.4,56,0,56,56,10
111986961F,2013-09-23 10:00,120,8,47.4,36,0,36,36,10
111986961F,2013-09-23 10:15,123,8,47.4,54,14.1,44,64,20
111986961F,2013-09-23 10:45,129,8,47.4,47,0,47,47,10
111986961F,2013-09-23 11:00,132,8,47.4,52,0,52,52,30
111986961F,2013-09-30 08:10,98,8,47.4,47.5,3.5,45,50,30
111986961F,2013-09-30 08:35,103,8,47.4,39.5,0.7,39,40,30
111986961F,2013-09-30 09:05,109,8,47.4,69,0,69,69,10
111986961F,2013-09-30 09:30,114,8,47.4,52,0,52,52,10
111986961F,2013-09-30 09:50,118,8,47.4,70,0,70,70,10
111986961F,2013-09-30 10:20,124,8,47.4,38,0,38,38,10
111986961F,2013-09-30 10:25,125,8,47.4,69,0,69,69,10
111986961F,2013-10-07 08:25,101,8,47.4,22,0,22,22,10
111986961F,2013-10-07 08:30,102,8,47.4,43,0,43,43,10
111986961F,2013-10-07 09:05,109,8,47.4,91,0,91,91,10
111986961F,2013-10-07 09:40,116,8,47.4,57,0,57,57,10
111986961F,2013-10-07 09:45,117,8,47.4,46,0,46,46,10
111986961F,2013-10-07 10:00,120,8,47.4,36,0,36,36,10
111986961F,2013-10-07 10:20,124,8,47.4,96,0,96,96,10
111986961F,2013-10-14 08:10,98,8,47.4,66,0,66,66,10
111986961F,2013-10-14 08:15,99,8,47.4,50,0,50,50,10
111986961F,2013-10-14 09:50,118,8,47.4,58,0,58,58,10
111986961F,2013-10-14 10:20,124,8,47.4,43,0,43,43,10
